age,annual_income,loan_amount,term_months,credit_score,employment_years,debt_to_income,num_credit_lines,past_delinquencies,loan_purpose,default
69,42797.0,19947.0,36,631.0,3,46.61,0,1,debt_consolidation,0
40,32495.0,11502.0,48,552.0,1,35.4,6,0,debt_consolidation,0
74,38423.0,23542.0,60,616.0,5,61.27,1,1,debt_consolidation,0
42,81581.0,6239.0,36,616.0,8,7.65,4,0,debt_consolidation,0
48,34978.0,34359.0,36,718.0,2,98.23,3,0,debt_consolidation,0
60,54588.0,13950.0,60,673.0,2,25.56,0,0,debt_consolidation,0
69,42747.0,7427.0,60,590.0,2,17.37,1,0,debt_consolidation,0
27,54017.0,22099.0,36,660.0,0,40.91,2,0,debt_consolidation,0
21,61740.0,3250.0,48,669.0,1,5.26,3,0,debt_consolidation,0
52,37920.0,16775.0,72,519.0,8,44.24,2,0,debt_consolidation,0
33,59195.0,31817.0,36,785.0,1,53.75,4,1,home_improvement,0
50,100133.0,500.0,36,627.0,3,0.5,2,0,home_improvement,0
43,56351.0,29297.0,48,577.0,3,51.99,8,0,debt_consolidation,0
71,77272.0,500.0,36,641.0,6,0.65,3,0,debt_consolidation,0
39,54621.0,24846.0,48,576.0,1,45.49,1,0,debt_consolidation,0
52,26361.0,3640.0,48,517.0,7,13.81,1,0,small_business,0
50,50514.0,29302.0,36,679.0,1,58.01,7,0,debt_consolidation,0
49,38392.0,8087.0,60,643.0,8,21.06,2,0,small_business,0
69,33081.0,10722.0,36,658.0,2,32.41,5,0,car,0
65,43548.0,3739.0,36,522.0,0,8.59,3,0,home_improvement,0
49,41905.0,500.0,36,672.0,0,1.19,4,0,debt_consolidation,0
50,23802.0,1292.0,60,624.0,10,5.43,3,0,home_improvement,0
36,99169.0,500.0,36,552.0,0,0.5,5,0,car,0
60,61157.0,500.0,36,576.0,2,0.82,2,3,car,0
39,49888.0,18527.0,72,750.0,2,37.14,3,0,home_improvement,0
38,46798.0,33298.0,72,609.0,2,71.15,2,2,debt_consolidation,0
21,69047.0,36568.0,36,747.0,2,52.96,4,1,debt_consolidation,0
34,86511.0,1049.0,36,573.0,2,1.21,1,1,debt_consolidation,1
71,58702.0,13681.0,48,600.0,0,23.31,2,0,debt_consolidation,0
67,47424.0,28977.0,48,611.0,5,61.1,1,0,debt_consolidation,0
70,74453.0,500.0,60,694.0,1,0.67,3,0,debt_consolidation,0
22,47847.0,29443.0,36,657.0,1,61.54,4,0,home_improvement,0
74,53706.0,29641.0,36,652.0,1,55.19,0,0,other,0
48,65020.0,500.0,48,713.0,3,0.77,4,0,home_improvement,0
69,37270.0,500.0,48,682.0,4,1.34,3,0,debt_consolidation,0
70,8000.0,10197.0,48,545.0,0,127.46,4,0,car,0
50,36298.0,26257.0,60,707.0,3,72.34,2,0,home_improvement,0
58,60460.0,500.0,48,565.0,2,0.83,7,0,car,0
71,59051.0,500.0,36,709.0,6,0.85,1,0,debt_consolidation,0
24,71853.0,15772.0,48,671.0,9,21.95,5,0,small_business,0
21,37063.0,22593.0,36,680.0,3,60.96,0,0,home_improvement,0
28,76619.0,6838.0,36,609.0,3,8.92,8,0,debt_consolidation,0
49,48701.0,7819.0,72,564.0,5,16.06,4,1,home_improvement,0
59,57088.0,22520.0,48,629.0,2,39.45,4,0,debt_consolidation,0
23,63072.0,4561.0,36,661.0,0,7.23,0,0,debt_consolidation,0
52,17367.0,5462.0,36,680.0,4,31.45,2,0,debt_consolidation,0
30,24902.0,18327.0,36,604.0,3,73.6,3,0,home_improvement,0
30,24238.0,19668.0,36,593.0,0,81.15,6,0,debt_consolidation,0
39,66444.0,12313.0,48,618.0,1,18.53,2,0,home_improvement,0
66,38891.0,32814.0,48,696.0,1,84.37,1,1,small_business,0
54,85552.0,23997.0,36,514.0,4,28.05,5,0,debt_consolidation,0
53,45068.0,10789.0,36,620.0,2,23.94,3,1,debt_consolidation,0
43,15573.0,500.0,36,591.0,0,3.21,5,0,home_improvement,0
48,31552.0,26897.0,36,675.0,5,85.25,1,0,other,0
52,47348.0,27318.0,36,715.0,3,57.7,6,0,debt_consolidation,0
70,55304.0,13812.0,60,526.0,4,24.97,3,1,debt_consolidation,0
27,25303.0,18323.0,60,662.0,8,72.41,3,0,debt_consolidation,0
49,56370.0,23415.0,72,702.0,1,41.54,4,0,debt_consolidation,0
28,61711.0,34237.0,48,571.0,3,55.48,7,0,other,0
21,32181.0,25647.0,48,708.0,4,79.7,2,0,debt_consolidation,0
23,84383.0,20340.0,36,570.0,2,24.1,3,0,debt_consolidation,0
44,34347.0,26157.0,36,681.0,2,76.16,4,0,car,0
43,25002.0,28813.0,48,722.0,8,115.24,1,0,small_business,0
28,14416.0,18249.0,36,587.0,1,126.59,4,0,car,0
74,69413.0,26010.0,60,621.0,3,37.47,4,0,debt_consolidation,0
67,45458.0,6884.0,36,718.0,11,15.14,5,0,debt_consolidation,0
57,35414.0,27423.0,72,474.0,1,77.44,6,0,home_improvement,0
23,15517.0,6984.0,36,674.0,2,45.01,5,0,car,0
71,37215.0,2900.0,36,766.0,11,7.79,6,0,car,0
53,92629.0,13454.0,60,431.0,0,14.52,4,0,small_business,0
48,8000.0,500.0,36,715.0,3,6.25,2,1,home_improvement,0
67,32367.0,7842.0,60,698.0,2,24.23,6,0,home_improvement,0
28,80856.0,19542.0,36,636.0,4,24.17,4,1,debt_consolidation,0
54,69979.0,18335.0,48,669.0,1,26.2,7,1,small_business,0
55,33587.0,22675.0,36,657.0,1,67.51,6,0,debt_consolidation,0
52,49072.0,22860.0,36,602.0,2,46.58,6,0,debt_consolidation,0
44,54259.0,19491.0,48,727.0,1,35.92,6,0,car,0
34,47677.0,4780.0,36,640.0,1,10.03,0,0,debt_consolidation,0
52,80689.0,26079.0,36,668.0,1,32.32,7,0,small_business,0
66,51795.0,13685.0,60,573.0,7,26.42,2,0,home_improvement,0
63,67710.0,17883.0,60,477.0,1,26.41,4,0,other,0
36,48632.0,16249.0,36,557.0,7,33.41,6,1,debt_consolidation,0
24,8000.0,33895.0,36,768.0,1,423.69,4,0,debt_consolidation,1
72,21152.0,661.0,48,685.0,3,3.12,2,0,other,0
57,25302.0,10883.0,60,610.0,4,43.01,2,0,car,0
74,40014.0,21376.0,72,680.0,0,53.42,5,0,home_improvement,0
41,86568.0,15263.0,36,670.0,2,17.63,3,0,small_business,0
34,52248.0,9184.0,48,514.0,0,17.58,3,1,car,0
51,42884.0,500.0,36,699.0,8,1.17,7,1,debt_consolidation,0
68,69771.0,11557.0,36,506.0,2,16.56,4,0,car,0
38,15962.0,19349.0,36,596.0,0,121.22,8,0,debt_consolidation,0
27,35206.0,21522.0,36,571.0,3,61.13,4,1,other,0
30,32253.0,12983.0,48,654.0,7,40.25,3,0,debt_consolidation,0
27,52961.0,17136.0,36,655.0,4,32.36,6,0,debt_consolidation,0
53,62917.0,1278.0,60,430.0,0,2.03,3,2,debt_consolidation,0
43,54430.0,19673.0,48,726.0,2,36.14,4,2,home_improvement,0
41,54746.0,15113.0,36,644.0,4,27.61,6,0,debt_consolidation,0
39,37778.0,16983.0,60,707.0,5,44.95,3,0,other,0
68,51415.0,12367.0,72,642.0,0,24.05,5,0,other,0
39,28203.0,17554.0,48,652.0,1,62.24,2,1,home_improvement,0
56,58483.0,22615.0,36,540.0,6,38.67,4,1,debt_consolidation,0
49,34988.0,18066.0,36,586.0,1,51.63,3,0,debt_consolidation,0
38,22570.0,500.0,36,625.0,2,2.22,2,0,home_improvement,0
22,45756.0,18314.0,36,689.0,4,40.03,2,0,small_business,0
21,8000.0,10346.0,36,608.0,13,129.32,6,0,debt_consolidation,0
67,74487.0,6502.0,48,590.0,2,8.73,3,0,debt_consolidation,0
25,60942.0,31190.0,36,577.0,2,51.18,7,1,home_improvement,0
40,51739.0,3810.0,36,665.0,2,7.36,4,1,debt_consolidation,0
31,12526.0,5164.0,36,634.0,1,41.23,6,0,small_business,0
62,30996.0,500.0,36,578.0,1,1.61,4,0,small_business,0
22,45811.0,32286.0,36,626.0,2,70.48,3,1,home_improvement,1
23,39738.0,25694.0,36,587.0,0,64.66,4,0,debt_consolidation,0
43,11229.0,11013.0,60,572.0,0,98.08,4,0,debt_consolidation,0
32,18671.0,22354.0,48,528.0,1,119.73,2,0,other,0
40,39338.0,500.0,36,545.0,2,1.27,5,0,debt_consolidation,0
25,19334.0,20703.0,60,636.0,9,107.08,3,1,debt_consolidation,0
57,72428.0,4715.0,60,498.0,11,6.51,4,0,home_improvement,0
58,54891.0,35085.0,36,581.0,3,63.92,4,0,debt_consolidation,0
50,28931.0,19411.0,36,685.0,5,67.09,6,2,car,0
29,68383.0,16572.0,36,709.0,7,24.23,6,0,debt_consolidation,0
54,64354.0,5152.0,36,666.0,5,8.01,1,1,car,0
73,50779.0,5227.0,36,697.0,2,10.29,5,1,debt_consolidation,0
64,44208.0,22111.0,48,641.0,4,50.02,4,0,home_improvement,0
55,39031.0,5039.0,60,566.0,0,12.91,3,0,car,0
72,34201.0,4567.0,36,688.0,3,13.35,3,1,car,0
42,18264.0,31885.0,36,674.0,2,174.58,3,0,home_improvement,0
64,75567.0,18451.0,36,602.0,3,24.42,3,0,car,0
44,34590.0,1846.0,60,596.0,4,5.34,1,0,car,0
37,45564.0,21621.0,36,637.0,0,47.45,2,1,debt_consolidation,0
30,26795.0,11651.0,36,719.0,6,43.48,10,0,home_improvement,0
50,39811.0,500.0,36,614.0,1,1.26,3,0,debt_consolidation,0
66,102016.0,9012.0,48,427.0,0,8.83,5,3,debt_consolidation,0
43,30480.0,2417.0,36,670.0,2,7.93,2,0,home_improvement,0
52,73972.0,18069.0,60,562.0,0,24.43,1,0,small_business,0
37,44444.0,7133.0,36,671.0,9,16.05,4,0,home_improvement,0
70,58599.0,16091.0,36,668.0,1,27.46,2,0,debt_consolidation,0
71,69892.0,22995.0,36,748.0,1,32.9,3,0,debt_consolidation,0
37,50445.0,43332.0,60,633.0,1,85.9,9,0,debt_consolidation,0
34,37966.0,38759.0,36,675.0,1,102.09,3,0,home_improvement,0
29,41278.0,17679.0,60,649.0,0,42.83,2,0,home_improvement,0
60,41951.0,14369.0,36,702.0,2,34.25,3,0,small_business,0
22,82287.0,7859.0,36,391.0,0,9.55,4,0,debt_consolidation,0
65,15317.0,500.0,60,593.0,4,3.26,4,0,other,0
45,9585.0,500.0,36,623.0,4,5.22,5,0,home_improvement,0
59,10919.0,4888.0,36,643.0,2,44.77,4,0,home_improvement,0
29,27121.0,34649.0,36,555.0,11,127.76,2,1,home_improvement,0
74,59002.0,34237.0,36,661.0,5,58.03,6,0,debt_consolidation,0
42,60228.0,15860.0,36,702.0,0,26.33,2,0,home_improvement,0
63,32850.0,20583.0,36,592.0,12,62.66,4,1,debt_consolidation,0
66,44430.0,7743.0,36,572.0,6,17.43,2,0,debt_consolidation,0
24,22674.0,14638.0,36,668.0,4,64.56,4,3,small_business,0
46,24529.0,5686.0,48,651.0,3,23.18,5,1,car,0
49,56597.0,5664.0,36,656.0,3,10.01,2,0,home_improvement,0
65,65954.0,22350.0,48,538.0,14,33.89,1,0,debt_consolidation,0
54,35464.0,7736.0,36,832.0,2,21.81,5,0,debt_consolidation,0
43,77700.0,20906.0,48,467.0,1,26.91,6,0,home_improvement,0
57,64312.0,13234.0,48,701.0,1,20.58,5,1,debt_consolidation,0
31,76835.0,32014.0,48,590.0,1,41.67,7,0,debt_consolidation,0
26,38981.0,21628.0,48,850.0,1,55.48,2,0,debt_consolidation,0
38,75414.0,17932.0,36,671.0,0,23.78,4,0,debt_consolidation,0
41,88591.0,500.0,36,715.0,0,0.56,5,0,debt_consolidation,0
62,36750.0,9114.0,48,675.0,0,24.8,2,0,car,0
56,41917.0,14397.0,36,469.0,3,34.35,3,0,debt_consolidation,0
61,26046.0,15655.0,36,648.0,3,60.11,11,1,debt_consolidation,0
58,22116.0,22959.0,36,665.0,0,103.81,6,0,car,0
54,22349.0,17472.0,36,673.0,1,78.18,5,0,debt_consolidation,0
37,28771.0,2601.0,48,723.0,1,9.04,6,0,car,0
57,50495.0,22105.0,36,656.0,2,43.78,2,0,debt_consolidation,0
45,29616.0,9465.0,36,696.0,1,31.96,3,0,debt_consolidation,0
58,49883.0,7230.0,60,587.0,5,14.49,4,0,debt_consolidation,0
32,50297.0,1767.0,36,516.0,6,3.51,4,0,debt_consolidation,0
43,35598.0,10784.0,36,575.0,1,30.29,3,0,debt_consolidation,0
73,43747.0,8313.0,60,588.0,0,19.0,2,0,other,0
62,34442.0,28929.0,36,575.0,5,83.99,6,0,home_improvement,0
42,38785.0,11790.0,60,554.0,2,30.4,3,0,debt_consolidation,0
41,28823.0,21386.0,36,573.0,1,74.2,2,0,debt_consolidation,0
47,46682.0,500.0,36,609.0,0,1.07,2,0,car,0
51,32989.0,23933.0,36,569.0,3,72.55,3,2,debt_consolidation,0
26,21679.0,22697.0,48,820.0,1,104.7,5,0,home_improvement,0
47,56869.0,500.0,60,542.0,0,0.88,6,2,debt_consolidation,0
60,57546.0,4538.0,60,671.0,2,7.89,4,1,debt_consolidation,0
54,67234.0,7044.0,48,602.0,3,10.48,2,1,other,0
32,24512.0,12568.0,36,678.0,1,51.27,6,0,debt_consolidation,0
65,35381.0,6541.0,60,623.0,3,18.49,6,1,debt_consolidation,0
73,49610.0,12060.0,60,700.0,1,24.31,6,1,car,0
27,34959.0,22843.0,36,612.0,0,65.34,6,1,debt_consolidation,0
30,56418.0,8302.0,60,646.0,0,14.72,0,1,debt_consolidation,0
65,54959.0,18567.0,60,485.0,3,33.78,2,0,home_improvement,0
37,54586.0,17106.0,48,544.0,3,31.34,4,0,car,0
46,74193.0,500.0,36,531.0,6,0.67,3,0,debt_consolidation,0
41,57882.0,5306.0,72,746.0,0,9.17,3,0,home_improvement,0
48,48078.0,26828.0,36,705.0,9,55.8,2,0,small_business,0
66,41129.0,4263.0,48,654.0,2,10.36,1,0,debt_consolidation,0
22,42523.0,2150.0,36,713.0,1,5.06,4,0,small_business,0
74,23716.0,27431.0,60,569.0,1,115.66,3,0,debt_consolidation,0
63,9686.0,16841.0,36,744.0,0,173.87,3,1,debt_consolidation,0
21,54275.0,32487.0,48,647.0,0,59.86,0,1,car,0
71,69473.0,9422.0,36,623.0,6,13.56,4,1,debt_consolidation,0
73,38398.0,29426.0,48,711.0,0,76.63,3,1,debt_consolidation,0
56,76742.0,4334.0,60,707.0,0,5.65,4,1,home_improvement,0
71,41470.0,500.0,60,541.0,3,1.21,2,0,debt_consolidation,0
46,8000.0,23079.0,36,700.0,1,288.49,3,0,debt_consolidation,0
49,63365.0,21879.0,36,628.0,2,34.53,5,0,debt_consolidation,0
41,35414.0,23075.0,36,659.0,0,65.16,5,1,debt_consolidation,0
31,65176.0,12522.0,36,611.0,0,19.21,4,0,debt_consolidation,0
60,19449.0,32603.0,60,563.0,6,167.63,3,0,car,0
31,53241.0,25386.0,48,545.0,1,47.68,1,0,home_improvement,0
56,28991.0,24899.0,36,597.0,0,85.89,4,0,debt_consolidation,0
69,49028.0,16460.0,36,671.0,1,33.57,3,0,debt_consolidation,0
59,60332.0,500.0,48,658.0,0,0.83,4,0,car,0
60,55688.0,15812.0,36,654.0,2,28.39,6,0,small_business,0
55,46387.0,19313.0,36,696.0,5,41.63,6,1,debt_consolidation,0
74,17431.0,39394.0,36,636.0,2,226.0,9,1,other,0
54,59607.0,18193.0,36,773.0,3,30.52,6,1,home_improvement,0
67,65629.0,2447.0,36,666.0,3,3.73,3,0,small_business,0
44,24140.0,20607.0,60,571.0,4,85.36,3,1,debt_consolidation,0
74,27079.0,30090.0,36,546.0,3,111.12,0,0,car,0
42,66471.0,35503.0,60,663.0,2,53.41,2,0,other,0
25,40831.0,13717.0,48,625.0,2,33.59,3,0,other,0
53,27598.0,12605.0,48,559.0,2,45.67,6,0,debt_consolidation,0
56,50451.0,500.0,36,629.0,1,0.99,4,0,car,0
67,32230.0,7760.0,36,601.0,2,24.08,3,0,debt_consolidation,0
40,48221.0,20194.0,36,609.0,2,41.88,3,0,other,0
39,36736.0,500.0,48,735.0,1,1.36,5,1,car,0
55,38450.0,39571.0,48,690.0,1,102.92,3,1,car,0
72,67208.0,10720.0,60,713.0,2,15.95,5,0,other,0
63,8000.0,16444.0,36,760.0,5,205.55,3,0,car,0
37,56095.0,19106.0,36,649.0,1,34.06,7,0,debt_consolidation,0
65,63909.0,28550.0,36,658.0,6,44.67,2,1,home_improvement,0
63,32560.0,18201.0,36,663.0,4,55.9,4,0,home_improvement,0
54,63755.0,2183.0,36,718.0,1,3.42,2,0,car,0
29,25820.0,20062.0,60,714.0,0,77.7,5,0,debt_consolidation,0
46,31800.0,28525.0,36,599.0,0,89.7,3,1,home_improvement,0
22,29497.0,4264.0,60,560.0,6,14.46,5,0,debt_consolidation,0
73,64026.0,24600.0,36,565.0,5,38.42,5,0,car,0
29,10101.0,18051.0,36,644.0,1,178.71,3,1,car,0
29,77803.0,16142.0,48,554.0,0,20.75,4,0,debt_consolidation,0
60,38901.0,7320.0,36,665.0,5,18.82,3,0,other,0
37,57298.0,12333.0,60,491.0,1,21.52,1,0,home_improvement,0
21,55574.0,20263.0,60,771.0,9,36.46,3,0,small_business,0
45,48025.0,9910.0,48,544.0,2,20.64,5,1,debt_consolidation,0
63,32986.0,3249.0,72,594.0,4,9.85,6,0,debt_consolidation,0
60,69847.0,2758.0,36,600.0,2,3.95,5,0,other,0
62,34703.0,18371.0,36,742.0,0,52.94,3,0,other,0
45,30375.0,20871.0,60,639.0,0,68.71,4,1,debt_consolidation,0
59,62554.0,14188.0,36,565.0,11,22.68,4,0,home_improvement,0
55,47915.0,36781.0,36,635.0,2,76.76,4,0,car,0
23,72156.0,500.0,36,643.0,1,0.69,4,2,debt_consolidation,0
70,43747.0,19556.0,36,667.0,4,44.7,5,0,debt_consolidation,0
57,31982.0,500.0,48,563.0,6,1.56,6,1,debt_consolidation,0
64,50495.0,13754.0,36,702.0,1,27.24,6,0,debt_consolidation,0
64,36048.0,18001.0,36,649.0,3,49.94,2,0,home_improvement,0
71,32562.0,12882.0,36,743.0,1,39.56,3,0,debt_consolidation,0
50,61638.0,500.0,36,628.0,5,0.81,4,0,car,0
58,81631.0,13859.0,60,635.0,0,16.98,4,0,debt_consolidation,0
54,40071.0,15035.0,48,628.0,1,37.52,2,0,car,0
32,25505.0,25770.0,36,728.0,1,101.04,4,0,debt_consolidation,0
39,41931.0,500.0,36,688.0,3,1.19,5,0,debt_consolidation,0
57,55296.0,32292.0,36,589.0,1,58.4,10,1,home_improvement,0
64,50150.0,500.0,36,827.0,2,1.0,1,0,debt_consolidation,0
69,68885.0,500.0,48,595.0,2,0.73,3,1,debt_consolidation,0
37,58302.0,17114.0,36,603.0,7,29.35,9,1,debt_consolidation,0
30,22932.0,18728.0,36,707.0,2,81.67,2,0,small_business,0
69,35134.0,33143.0,48,629.0,0,94.33,7,0,debt_consolidation,0
67,17383.0,17319.0,48,565.0,0,99.63,1,0,car,0
32,67894.0,13782.0,48,726.0,8,20.3,3,0,home_improvement,0
36,8000.0,20333.0,48,780.0,12,254.16,2,1,home_improvement,0
44,19333.0,500.0,36,568.0,1,2.59,6,0,other,0
39,34764.0,2908.0,36,726.0,4,8.36,5,1,debt_consolidation,0
28,56278.0,896.0,48,605.0,1,1.59,4,0,debt_consolidation,0
51,34567.0,26423.0,36,494.0,5,76.44,6,2,debt_consolidation,0
41,37695.0,30600.0,36,686.0,0,81.18,4,0,debt_consolidation,0
37,38089.0,37380.0,60,509.0,2,98.14,2,1,small_business,0
43,48456.0,21835.0,48,589.0,3,45.06,4,0,small_business,0
57,20590.0,25704.0,36,621.0,6,124.84,4,0,debt_consolidation,0
74,26056.0,16127.0,36,638.0,6,61.89,6,0,car,0
36,78618.0,9008.0,48,717.0,1,11.46,6,0,debt_consolidation,0
26,53048.0,2045.0,36,597.0,10,3.85,4,0,small_business,0
28,60216.0,969.0,36,738.0,3,1.61,4,0,debt_consolidation,0
45,46161.0,500.0,48,634.0,3,1.08,1,0,other,0
38,42194.0,23773.0,36,564.0,7,56.34,5,0,debt_consolidation,0
45,54143.0,10081.0,36,682.0,1,18.62,3,1,debt_consolidation,0
32,59552.0,6317.0,36,766.0,2,10.61,3,0,debt_consolidation,0
35,61922.0,500.0,60,608.0,13,0.81,5,0,debt_consolidation,0
46,42469.0,4042.0,60,567.0,0,9.52,3,0,car,0
61,64108.0,11555.0,60,600.0,6,18.02,7,0,home_improvement,0
65,8000.0,500.0,36,518.0,6,6.25,5,0,other,0
46,62846.0,46920.0,60,661.0,1,74.66,5,0,car,0
67,36462.0,500.0,60,531.0,5,1.37,5,0,debt_consolidation,0
52,56068.0,28831.0,36,685.0,1,51.42,3,0,small_business,0
30,32013.0,13554.0,36,621.0,3,42.34,3,0,debt_consolidation,0
36,18466.0,8202.0,48,689.0,2,44.42,7,0,home_improvement,0
27,51794.0,12007.0,60,622.0,0,23.18,5,1,small_business,0
37,14969.0,15169.0,72,674.0,7,101.34,1,0,debt_consolidation,0
43,37006.0,17718.0,36,571.0,2,47.88,4,0,debt_consolidation,0
46,28751.0,3217.0,72,660.0,2,11.19,0,0,debt_consolidation,0
41,41499.0,21712.0,36,594.0,6,52.32,6,0,debt_consolidation,0
42,60944.0,11648.0,36,683.0,1,19.11,2,1,small_business,0
27,35203.0,500.0,72,630.0,3,1.42,3,0,debt_consolidation,0
34,51292.0,9866.0,60,717.0,6,19.23,1,0,small_business,0
35,59787.0,32036.0,48,622.0,1,53.58,2,0,debt_consolidation,0
73,32855.0,17633.0,60,588.0,5,53.67,3,0,debt_consolidation,0
27,33145.0,15055.0,48,649.0,2,45.42,0,0,car,0
29,72387.0,10228.0,36,804.0,1,14.13,3,0,small_business,0
71,43412.0,11171.0,60,715.0,0,25.73,8,0,home_improvement,0
68,55183.0,17641.0,72,584.0,4,31.97,3,0,debt_consolidation,0
28,55031.0,11814.0,36,640.0,1,21.47,3,0,home_improvement,0
70,21040.0,20449.0,36,593.0,5,97.19,6,1,small_business,0
43,29782.0,18879.0,36,579.0,1,63.39,5,0,debt_consolidation,0
49,52507.0,684.0,60,641.0,3,1.3,7,0,debt_consolidation,0
38,8000.0,21334.0,60,622.0,0,266.68,3,0,debt_consolidation,0
51,40774.0,3545.0,72,567.0,4,8.69,5,0,home_improvement,0
50,27694.0,3051.0,36,594.0,4,11.02,3,0,car,0
72,67210.0,14697.0,48,644.0,7,21.87,6,0,small_business,0
59,51922.0,18099.0,60,600.0,2,34.86,7,0,home_improvement,0
55,68825.0,22379.0,36,639.0,0,32.52,0,0,debt_consolidation,0
38,44218.0,500.0,48,591.0,5,1.13,5,0,small_business,0
62,42722.0,24471.0,48,673.0,1,57.28,3,0,home_improvement,0
59,38901.0,19952.0,48,592.0,7,51.29,5,0,debt_consolidation,0
37,34939.0,6287.0,48,684.0,11,17.99,6,0,debt_consolidation,0
34,98693.0,12164.0,60,620.0,0,12.33,3,0,debt_consolidation,0
51,61143.0,17377.0,36,490.0,0,28.42,4,0,home_improvement,0
44,23676.0,500.0,36,622.0,7,2.11,4,0,home_improvement,0
55,97786.0,500.0,60,675.0,7,0.51,5,1,debt_consolidation,0
64,36900.0,28935.0,36,601.0,3,78.41,2,0,home_improvement,0
65,51423.0,7771.0,36,626.0,7,15.11,4,1,debt_consolidation,0
54,63792.0,13969.0,36,684.0,8,21.9,4,0,home_improvement,0
23,14241.0,13600.0,36,746.0,2,95.5,2,1,small_business,0
57,28453.0,23576.0,60,721.0,3,82.86,4,0,home_improvement,0
63,77963.0,10120.0,48,648.0,3,12.98,4,0,other,0
60,40503.0,11134.0,48,679.0,1,27.49,4,0,home_improvement,0
46,64973.0,17287.0,48,646.0,2,26.61,4,0,other,0
43,35931.0,25160.0,36,535.0,3,70.02,6,0,debt_consolidation,0
64,43099.0,28957.0,36,729.0,3,67.19,4,1,home_improvement,0
59,80705.0,11172.0,60,732.0,1,13.84,3,1,debt_consolidation,0
35,53750.0,9109.0,36,523.0,7,16.95,2,0,debt_consolidation,0
69,38103.0,13245.0,36,613.0,5,34.76,2,1,debt_consolidation,0
24,31333.0,31021.0,48,747.0,0,99.0,6,0,car,0
49,33162.0,24339.0,36,655.0,1,73.39,4,0,other,0
42,69831.0,9243.0,36,570.0,16,13.24,5,1,car,0
45,60310.0,500.0,36,725.0,1,0.83,4,1,debt_consolidation,0
33,22026.0,28284.0,72,648.0,3,128.41,1,1,home_improvement,0
38,46744.0,29631.0,36,731.0,0,63.39,2,0,debt_consolidation,0
53,43664.0,1669.0,36,646.0,1,3.82,3,0,debt_consolidation,0
36,51322.0,9658.0,60,489.0,6,18.82,4,1,home_improvement,0
65,32929.0,25518.0,60,766.0,2,77.49,8,0,home_improvement,0
62,66956.0,19630.0,48,562.0,5,29.32,5,2,car,0
64,44973.0,500.0,36,609.0,0,1.11,7,1,debt_consolidation,0
22,52469.0,1464.0,36,724.0,3,2.79,4,0,other,0
55,29306.0,21979.0,36,800.0,1,75.0,3,0,debt_consolidation,0
62,30314.0,17990.0,48,635.0,6,59.35,6,1,debt_consolidation,0
54,98150.0,22992.0,48,665.0,9,23.43,3,0,debt_consolidation,0
50,81002.0,24367.0,36,557.0,3,30.08,3,0,debt_consolidation,0
33,43606.0,17900.0,48,621.0,0,41.05,3,0,car,0
33,75660.0,20045.0,48,717.0,2,26.49,5,0,small_business,0
38,69255.0,8165.0,60,662.0,2,11.79,1,0,home_improvement,0
52,32496.0,16371.0,48,761.0,5,50.38,6,0,debt_consolidation,0
52,30501.0,18762.0,48,542.0,2,61.51,4,0,home_improvement,0
55,58374.0,35471.0,60,539.0,1,60.77,5,0,debt_consolidation,0
59,50201.0,5105.0,36,592.0,3,10.17,0,0,debt_consolidation,0
66,36960.0,23686.0,36,595.0,3,64.09,5,0,debt_consolidation,0
72,59425.0,13613.0,60,707.0,5,22.91,1,1,debt_consolidation,0
49,16150.0,23936.0,36,611.0,7,148.21,4,0,other,0
69,47300.0,13556.0,36,558.0,7,28.66,5,1,small_business,0
49,20222.0,29129.0,60,668.0,3,144.05,5,0,other,0
73,20880.0,6089.0,48,586.0,2,29.16,6,1,debt_consolidation,0
64,30865.0,16707.0,60,563.0,5,54.13,5,0,small_business,0
36,52266.0,20272.0,60,714.0,1,38.79,3,0,debt_consolidation,0
64,31495.0,6824.0,36,731.0,4,21.67,8,0,small_business,0
67,20638.0,18656.0,48,709.0,2,90.4,4,1,debt_consolidation,0
30,54545.0,27083.0,72,582.0,0,49.65,7,1,debt_consolidation,0
50,74855.0,14195.0,36,599.0,4,18.96,7,0,debt_consolidation,0
45,57777.0,24006.0,48,678.0,3,41.55,2,1,debt_consolidation,0
59,81036.0,6908.0,48,692.0,0,8.52,2,0,debt_consolidation,0
40,73184.0,1843.0,36,624.0,2,2.52,5,0,debt_consolidation,0
25,35251.0,23346.0,36,724.0,2,66.23,2,1,car,0
21,57643.0,8290.0,36,497.0,3,14.38,5,0,debt_consolidation,0
50,43167.0,500.0,36,600.0,3,1.16,5,0,car,0
69,66242.0,5877.0,48,795.0,1,8.87,3,0,home_improvement,0
23,43164.0,31171.0,72,639.0,0,72.22,1,2,home_improvement,0
65,29226.0,27723.0,36,607.0,5,94.86,2,0,other,0
34,72468.0,1555.0,36,673.0,12,2.15,2,0,debt_consolidation,0
50,51356.0,500.0,48,573.0,8,0.97,2,0,small_business,0
70,31729.0,10089.0,72,477.0,2,31.8,8,1,car,0
24,35025.0,27486.0,48,850.0,2,78.48,1,0,debt_consolidation,0
38,31602.0,12651.0,60,580.0,8,40.03,5,0,debt_consolidation,0
57,24965.0,12751.0,48,656.0,2,51.08,3,1,debt_consolidation,0
45,35450.0,7630.0,48,652.0,1,21.52,3,1,debt_consolidation,0
68,52460.0,11742.0,36,675.0,3,22.38,7,0,debt_consolidation,0
